"","res_name"
"2639","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2640","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2641","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2642","ZN"
"2643","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2644","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2645","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2646","AMP_5GP_CMP_IMP_PCG_XMP"
"2647","NDP_NAI"
"2648","NAG_NDG_A2G_NGA_MAG"
"2649","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2650","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2651","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2652","EDO_BME_ETA"
"2653","NAG_NDG_A2G_NGA_MAG"
"2654","NAG_NDG_A2G_NGA_MAG"
"2655","NAG_NDG_A2G_NGA_MAG"
"2656","ZN"
"2657","CA"
"2658","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2659","NAG_NDG_A2G_NGA_MAG"
"2660","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2661","EDO_BME_ETA"
"2662","PEG_DEP"
"2663","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2664","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2665","NAG_NDG_A2G_NGA_MAG"
"2666","BR"
"2667","BR"
"2668","NAG_NDG_A2G_NGA_MAG"
"2669","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2670","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2671","FMN_RBF"
"2672","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2673","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2674","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2675","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2676","PLP_PMP_PLR"
"2677","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2678","HEM"
"2679","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2680","ZN"
"2681","CL"
"2682","NAG_NDG_A2G_NGA_MAG"
"2683","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2684","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2685","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2686","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2687","CL"
"2688","HEM"
"2689","CA"
"2690","EDO_BME_ETA"
"2691","FAD_FDA"
"2692","FAD_FDA"
"2693","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2694","HEM"
"2695","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2696","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2697","CIT_FLC_NCD"
"2698","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2699","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2700","HEM"
"2701","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2702","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2703","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2704","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2705","CA"
"2706","MG"
"2707","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2708","CA"
"2709","MG"
"2710","CME"
"2711","MG"
"2712","NAG_NDG_A2G_NGA_MAG"
"2713","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2714","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2715","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2716","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2717","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2718","FAD_FDA"
"2719","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2720","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2721","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2722","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2723","NAG_NDG_A2G_NGA_MAG"
"2724","MAL_LAT_CBI_LBT"
"2725","ZN"
"2726","FAD_FDA"
"2727","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2728","COA_ACO_CAA"
"2729","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2730","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2731","NAG_NDG_A2G_NGA_MAG"
"2732","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2733","PLP_PMP_PLR"
"2734","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2735","ZN"
"2736","NAG_NDG_A2G_NGA_MAG"
"2737","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2738","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2739","FAD_FDA"
"2740","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2741","SF4_F3S"
"2742","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2743","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2744","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2745","MG"
"2746","HEM"
"2747","PLP_PMP_PLR"
"2748","CL"
"2749","CME"
"2750","MG"
"2751","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2752","NAG_NDG_A2G_NGA_MAG"
"2753","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2754","NAD_NAP"
"2755","HEC_COH"
"2756","MG"
"2757","CA"
"2758","HEM"
"2759","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2760","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2761","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2762","ZN"
"2763","MG"
"2764","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2765","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2766","ZN"
"2767","MG"
"2768","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2769","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2770","CA"
"2771","CIT_FLC_NCD"
"2772","SEP"
"2773","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2774","TPO"
"2775","CL"
"2776","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2777","NAG_NDG_A2G_NGA_MAG"
"2778","AMP_5GP_CMP_IMP_PCG_XMP"
"2779","EPE"
"2780","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2781","FES"
"2782","HEC_COH"
"2783","NAG_NDG_A2G_NGA_MAG"
"2784","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2785","NAG_NDG_A2G_NGA_MAG"
"2786","CA"
"2787","NAG_NDG_A2G_NGA_MAG"
"2788","FAD_FDA"
"2789","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2790","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2791","NAG_NDG_A2G_NGA_MAG"
"2792","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2793","MG"
"2794","EDO_BME_ETA"
"2795","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2796","NAG_NDG_A2G_NGA_MAG"
"2797","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2798","NAG_NDG_A2G_NGA_MAG"
"2799","NAG_NDG_A2G_NGA_MAG"
"2800","MG"
"2801","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2802","ZN"
"2803","MN"
"2804","HEM"
"2805","H4B_HBI"
"2806","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2807","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2808","ZN"
"2809","PLP_PMP_PLR"
"2810","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2811","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2812","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2813","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2814","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2815","HEM"
"2816","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2817","HEM"
"2818","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2819","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2820","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2821","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2822","NAG_NDG_A2G_NGA_MAG"
"2823","MG"
"2824","GDP"
"2825","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2826","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2827","AMP_5GP_CMP_IMP_PCG_XMP"
"2828","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2829","FAD_FDA"
"2830","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2831","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"2832","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2833","B12"
"2834","B12"
"2835","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2836","NAG_NDG_A2G_NGA_MAG"
"2837","MG"
"2838","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2839","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2840","NAG_NDG_A2G_NGA_MAG"
"2841","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2842","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2843","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2844","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2845","NAG_NDG_A2G_NGA_MAG"
"2846","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2847","FMN_RBF"
"2848","HEM"
"2849","NAG_NDG_A2G_NGA_MAG"
"2850","NAG_NDG_A2G_NGA_MAG"
"2851","CL"
"2852","NAD_NAP"
"2853","CIT_FLC_NCD"
"2854","CL"
"2855","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2856","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2857","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2858","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2859","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2860","MLI_MLA_IVA_ASJ"
"2861","ZN"
"2862","CA"
"2863","NAG_NDG_A2G_NGA_MAG"
"2864","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2865","FAD_FDA"
"2866","FAD_FDA"
"2867","MG"
"2868","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2869","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2870","HEM"
"2871","NAG_NDG_A2G_NGA_MAG"
"2872","NAG_NDG_A2G_NGA_MAG"
"2873","NAG_NDG_A2G_NGA_MAG"
"2874","ZN"
"2875","ZN"
"2876","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2877","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2878","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2879","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2880","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2881","PLP_PMP_PLR"
"2882","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2883","FAD_FDA"
"2884","FAD_FDA"
"2885","EDO_BME_ETA"
"2886","NAG_NDG_A2G_NGA_MAG"
"2887","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2888","NAG_NDG_A2G_NGA_MAG"
"2889","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2890","CL"
"2891","PCA"
"2892","NAG_NDG_A2G_NGA_MAG"
"2893","MG"
"2894","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2895","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2896","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2897","NAG_NDG_A2G_NGA_MAG"
"2898","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2899","NAG_NDG_A2G_NGA_MAG"
"2900","NAG_NDG_A2G_NGA_MAG"
"2901","MG"
"2902","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2903","HEM"
"2904","CIT_FLC_NCD"
"2905","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2906","FAD_FDA"
"2907","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2908","MG"
"2909","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2910","NAD_NAP"
"2911","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2912","TPO"
"2913","SEP"
"2914","HEM"
"2915","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2916","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2917","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2918","BCL_BPH_BPB_PHO"
"2919","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2920","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2921","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2922","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2923","FAD_FDA"
"2924","NAD_NAP"
"2925","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2926","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2927","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2928","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2929","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2930","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2931","NAG_NDG_A2G_NGA_MAG"
"2932","NAG_NDG_A2G_NGA_MAG"
"2933","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2934","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2935","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2936","NAG_NDG_A2G_NGA_MAG"
"2937","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2938","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2939","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2940","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2941","NAG_NDG_A2G_NGA_MAG"
"2942","PLP_PMP_PLR"
"2943","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2944","ZN"
"2945","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2946","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2947","DHE"
"2948","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2949","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2950","CA"
"2951","CA"
"2952","NAG_NDG_A2G_NGA_MAG"
"2953","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2954","NAG_NDG_A2G_NGA_MAG"
"2955","CA"
"2956","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2957","CA"
"2958","MG"
"2959","PLP_PMP_PLR"
"2960","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2961","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2962","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2963","MN"
"2964","MG"
"2965","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2966","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2967","NAG_NDG_A2G_NGA_MAG"
"2968","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2969","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2970","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2971","HEM"
"2972","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2973","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2974","MG"
"2975","NAG_NDG_A2G_NGA_MAG"
"2976","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2977","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2978","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2979","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2980","NAG_NDG_A2G_NGA_MAG"
"2981","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2982","EDO_BME_ETA"
"2983","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2984","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2985","NAG_NDG_A2G_NGA_MAG"
"2986","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2987","CA"
"2988","B12"
"2989","NAG_NDG_A2G_NGA_MAG"
"2990","AMP_5GP_CMP_IMP_PCG_XMP"
"2991","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2992","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2993","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2994","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2995","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2996","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2997","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2998","FMN_RBF"
"2999","NAD_NAP"
"3000","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3001","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3002","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3003","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"3004","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3005","NAG_NDG_A2G_NGA_MAG"
"3006","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3007","MAL_LAT_CBI_LBT"
"3008","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3009","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3010","MN"
"3011","CA"
"3012","HEM"
"3013","H4B_HBI"
"3014","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3015","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3016","SAH"
"3017","NAG_NDG_A2G_NGA_MAG"
"3018","HEM"
"3019","FAD_FDA"
"3020","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3021","CA"
"3022","HEM"
"3023","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3024","NAG_NDG_A2G_NGA_MAG"
"3025","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3026","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"3027","NAG_NDG_A2G_NGA_MAG"
"3028","NAG_NDG_A2G_NGA_MAG"
"3029","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3030","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3031","EDO_BME_ETA"
"3032","PLP_PMP_PLR"
"3033","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3034","MG"
"3035","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3036","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3037","HEM"
"3038","HEM"
"3039","BCL_BPH_BPB_PHO"
"3040","NI"
"3041","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3042","CA"
"3043","CL"
"3044","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3045","NAG_NDG_A2G_NGA_MAG"
"3046","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"3047","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3048","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"3049","COA_ACO_CAA"
"3050","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3051","CA"
"3052","ZN"
"3053","NAG_NDG_A2G_NGA_MAG"
"3054","EDO_BME_ETA"
"3055","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3056","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3057","EPE"
"3058","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"3059","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"3060","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
